City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
515,Altamira,BR,2021-12-03 01:51:45,-3.2033,-52.2064,76.95,85,99,2.35,overcast clouds
516,The Pas,CA,2021-12-03 01:51:45,53.8251,-101.2541,8.62,85,90,10.36,light snow
517,Quatre Cocos,MU,2021-12-03 01:51:45,-20.2078,57.7625,77.11,80,20,11.7,light rain
518,Tezu,IN,2021-12-03 01:51:46,27.9167,96.1667,70.93,45,27,0.6,scattered clouds
519,Bitung,ID,2021-12-03 01:51:46,1.4451,125.1824,88.65,68,92,2.3,overcast clouds
520,Porto Novo,BJ,2021-12-03 01:51:47,6.4965,2.6036,82.22,85,91,4.41,overcast clouds
521,Kundla,IN,2021-12-03 01:51:48,21.3333,71.3,59.58,66,0,8.5,clear sky
522,Sri Aman,MY,2021-12-03 01:51:48,1.2376,111.4621,80.65,89,20,0.0,few clouds
523,Adamas,GR,2021-12-03 01:51:48,36.7333,24.4333,63.37,73,26,22.53,scattered clouds
524,Joensuu,FI,2021-12-03 01:51:49,62.6012,29.7632,9.09,92,90,4.61,light shower snow
525,Gravdal,NO,2021-12-03 01:51:50,68.1214,13.5031,31.66,51,86,14.5,overcast clouds
526,Kamaishi,JP,2021-12-03 01:51:50,39.2667,141.8833,38.35,89,91,16.6,overcast clouds
527,General Jose Eduvigis Diaz,PY,2021-12-03 01:51:51,-27.1667,-58.4167,75.24,62,0,6.69,clear sky
528,Awbari,LY,2021-12-03 01:51:51,26.5921,12.7805,62.47,33,99,11.34,overcast clouds
529,Ponta Pora,BR,2021-12-03 01:51:52,-22.5361,-55.7256,70.66,45,1,3.74,clear sky
530,Shingu,JP,2021-12-03 01:51:52,33.7333,135.9833,54.59,52,0,2.1,clear sky
531,Karratha,AU,2021-12-03 01:47:43,-20.7377,116.8463,98.53,18,5,10.25,clear sky
532,Svetlaya,RU,2021-12-03 01:51:53,46.5389,138.3297,32.76,57,100,7.49,overcast clouds
533,Santa Cruz,BO,2021-12-03 01:51:53,-17.8,-63.1667,72.86,94,20,11.5,few clouds
534,Anloga,GH,2021-12-03 01:51:54,5.7947,0.8973,80.82,80,26,9.17,scattered clouds
535,Mafinga,TZ,2021-12-03 01:51:54,-7.25,35.0667,67.08,73,6,1.99,clear sky
536,Alice Springs,AU,2021-12-03 01:47:30,-23.7,133.8833,98.15,12,0,17.27,clear sky
537,Herat,AF,2021-12-03 01:51:55,34.5,62.0,56.53,24,99,6.06,overcast clouds
538,Maragogi,BR,2021-12-03 01:50:26,-9.0122,-35.2225,78.3,82,100,9.04,overcast clouds
539,Ottersberg,DE,2021-12-03 01:51:56,53.1,9.15,33.19,89,96,12.41,overcast clouds
540,Rena,NO,2021-12-03 01:51:56,61.1348,11.3641,13.82,95,80,2.71,broken clouds
541,Minab,IR,2021-12-03 01:51:57,27.1467,57.0801,62.1,69,0,5.3,clear sky
542,High Level,CA,2021-12-03 01:51:57,58.5169,-117.136,5.11,85,90,4.61,light snow
543,Kapit,MY,2021-12-03 01:51:58,2.0167,112.9333,86.14,67,87,0.6,overcast clouds
544,Talcahuano,CL,2021-12-03 01:51:58,-36.7167,-73.1167,55.08,71,0,18.41,clear sky
545,Ixtapa,MX,2021-12-03 01:51:59,20.7,-105.2,78.22,87,96,1.81,overcast clouds
546,Curitibanos,BR,2021-12-03 01:51:59,-27.2828,-50.5844,57.99,87,98,6.46,overcast clouds
547,Ourossogui,SN,2021-12-03 01:53:00,15.6064,-13.3211,79.2,14,66,8.08,broken clouds
548,Sept-Iles,CA,2021-12-03 01:48:55,50.2001,-66.3821,36.12,93,90,20.71,overcast clouds
549,Rock Hill,US,2021-12-03 01:53:01,34.9249,-81.0251,62.1,64,1,9.22,clear sky
550,Tuatapere,NZ,2021-12-03 01:53:01,-46.1333,167.6833,65.14,83,77,2.77,broken clouds
551,Cumpas,MX,2021-12-03 01:53:02,29.9833,-109.7833,63.59,37,1,2.24,clear sky
552,Atar,MR,2021-12-03 01:53:02,20.5169,-13.0499,68.56,23,100,13.4,overcast clouds
553,Kristinehamn,SE,2021-12-03 01:53:03,59.3098,14.1081,18.16,68,100,4.68,overcast clouds
554,Ilhabela,BR,2021-12-03 01:53:03,-23.7781,-45.3581,70.74,86,99,5.21,overcast clouds
555,Mtsamboro,YT,2021-12-03 01:53:04,-12.6998,45.0689,76.32,74,0,4.43,light rain
556,Ternate,ID,2021-12-03 01:53:05,0.8,127.4,84.94,67,97,7.07,moderate rain
557,Fernley,US,2021-12-03 01:53:05,39.608,-119.2518,56.41,44,4,2.19,clear sky
558,Pemangkat,ID,2021-12-03 01:53:05,1.1667,108.9667,81.55,79,62,9.13,broken clouds
559,Iquique,CL,2021-12-03 01:53:06,-20.2208,-70.1431,64.44,64,7,0.43,clear sky
560,Kalevala,RU,2021-12-03 01:53:07,65.2,31.1667,12.22,98,99,4.94,overcast clouds
561,Staraya Mayna,RU,2021-12-03 01:53:07,54.6,48.95,28.51,88,100,14.81,overcast clouds
562,Diffa,NE,2021-12-03 01:53:08,13.3154,12.6113,69.01,33,37,9.89,scattered clouds
563,Iskateley,RU,2021-12-03 01:53:08,67.6803,53.1512,7.36,87,100,16.84,overcast clouds
564,Nago,JP,2021-12-03 01:53:08,26.5881,127.9761,68.45,51,60,12.71,broken clouds
565,Matara,LK,2021-12-03 01:52:26,5.9485,80.5353,78.82,81,6,1.32,clear sky
566,Oranjemund,NA,2021-12-03 01:53:09,-28.55,16.4333,58.24,82,77,12.53,broken clouds
567,Moses Lake,US,2021-12-03 01:53:10,47.1301,-119.2781,45.61,49,100,2.15,overcast clouds
568,Beloha,MG,2021-12-03 01:53:10,-25.1667,45.05,70.95,79,0,9.89,clear sky
569,Susanville,US,2021-12-03 01:53:11,40.4163,-120.653,49.48,52,0,1.77,clear sky
570,Sacramento,US,2021-12-03 01:50:38,38.4666,-121.3177,65.1,83,1,0.0,clear sky
571,Arman,RU,2021-12-03 01:53:11,59.7,150.1667,-2.0,97,100,9.64,light snow
